32.731611,-96.709417
32.731722,-96.7095
32.899944,-96.910389
32.899944,-96.910389
32.899944,-96.910389
32.899944,-96.910389
32.899944,-96.910389
32.895833,-96.901944
32.731611,-96.709417
32.899944,-96.910389
32.731722,-96.7095
32.731722,-96.7095
32.731611,-96.709417
32.899944,-96.910389
32.7535,-96.742528
32.805667,-96.796667
32.731611,-96.709417
32.731611,-96.709417
32.899944,-96.910389
32.899944,-96.910389
32.731611,-96.709417
32.7535,-96.742528
32.899944,-96.910389
32.731722,-96.7095
32.7535,-96.742528
32.899944,-96.910389
32.731611,-96.709417
32.899944,-96.910389
32.731611,-96.709417
32.899944,-96.910389
32.899944,-96.910389
32.731611,-96.709417
32.731611,-96.709417
32.731722,-96.7095
32.899944,-96.910389
32.731722,-96.7095
32.731611,-96.709417
32.899944,-96.910389
32.911583,-96.892222
32.731722,-96.7095
32.899944,-96.910389
32.899944,-96.910389
32.899944,-96.910389
32.731611,-96.709417
32.891333,-96.917194
32.899944,-96.910389
32.899944,-96.910389
32.899944,-96.910389
32.731611,-96.709417
32.899944,-96.910389
32.731611,-96.709417
32.731722,-96.7095
32.731722,-96.7095
32.899944,-96.910389
32.731611,-96.709417
32.899944,-96.910389
32.888833,-96.895722
32.731722,-96.7095
32.731611,-96.709417
32.773056,-96.776667
32.850833,-96.8125
32.731722,-96.7095
32.899944,-96.910389
32.899944,-96.910389
32.731611,-96.709417
32.899944,-96.910389
32.899944,-96.910389
32.731611,-96.709417
32.731611,-96.709417
32.861222,-96.852389
32.731611,-96.709417
32.731722,-96.7095
32.899944,-96.910389
32.731722,-96.7095
32.731722,-96.7095
32.899944,-96.910389
32.899944,-96.910389
32.899944,-96.910389
32.899944,-96.910389
32.888833,-96.895722
32.899944,-96.910389
32.778056,-96.758056
32.731722,-96.7095
32.899944,-96.910389
32.731611,-96.709417
32.847528,-96.834583
32.899944,-96.910389
32.899944,-96.910389
32.85,-96.8125
32.899944,-96.910389
32.899944,-96.910389
32.899944,-96.910389
32.731611,-96.709417
32.899944,-96.910389
32.731611,-96.709417
32.731611,-96.709417
32.899944,-96.910389
32.899944,-96.910389
32.899944,-96.910389
32.899944,-96.910389
